venue,innings,batting_team,bowling_team,runs_6overs,wickets,avg_rating_bats,avg_rating_bowls
"Punjab Cricket Association Stadium, Mohali",2,Royal Challengers Bangalore,Punjab Kings,51,37,8.0,8.9375
Brabourne Stadium,1,Mumbai Indians,Deccan Chargers,53,39,8.125,8.375
Brabourne Stadium,2,Deccan Chargers,Mumbai Indians,40,36,7.8125,8.8125
MA Chidambaram Stadium,1,Chennai Super Kings,Rajasthan Royals,66,36,8.25,8.8
MA Chidambaram Stadium,2,Rajasthan Royals,Chennai Super Kings,62,37,8.125,8.916666666666666
Eden Gardens,1,Kolkata Knight Riders,Punjab Kings,53,39,8.0,8.1875
Eden Gardens,2,Punjab Kings,Kolkata Knight Riders,69,37,7.916666666666667,8.625
Arun Jaitley Stadium,1,Delhi Capitals,Royal Challengers Bangalore,54,37,8.375,8.75
Arun Jaitley Stadium,2,Royal Challengers Bangalore,Delhi Capitals,38,37,7.833333333333333,8.666666666666666
"Vidarbha Cricket Association Stadium, Jamtha",1,Rajasthan Royals,Deccan Chargers,48,37,8.0,8.45
"Vidarbha Cricket Association Stadium, Jamtha",2,Deccan Chargers,Rajasthan Royals,52,41,7.9375,9.125
MA Chidambaram Stadium,1,Chennai Super Kings,Mumbai Indians,42,38,8.25,8.333333333333334
MA Chidambaram Stadium,2,Mumbai Indians,Chennai Super Kings,46,38,8.125,9.333333333333334
Sawai Mansingh Stadium,1,Punjab Kings,Rajasthan Royals,52,39,7.916666666666667,9.0
Sawai Mansingh Stadium,2,Rajasthan Royals,Punjab Kings,70,40,8.125,8.75
Eden Gardens,1,Kolkata Knight Riders,Delhi Capitals,50,40,8.0,8.5625
Eden Gardens,2,Delhi Capitals,Kolkata Knight Riders,44,37,8.5,8.3125
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Deccan Chargers,46,42,7.666666666666667,8.5625
M Chinnaswamy Stadium,2,Deccan Chargers,Royal Challengers Bangalore,32,37,7.833333333333333,9.125
"Punjab Cricket Association Stadium, Mohali",1,Mumbai Indians,Punjab Kings,51,36,7.916666666666667,9.125
"Punjab Cricket Association Stadium, Mohali",2,Punjab Kings,Mumbai Indians,56,36,8.083333333333334,8.625
M Chinnaswamy Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,61,39,8.083333333333334,9.5
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,48,37,7.583333333333333,8.833333333333334
"Vidarbha Cricket Association Stadium, Jamtha",1,Chennai Super Kings,Deccan Chargers,55,38,8.25,8.45
"Vidarbha Cricket Association Stadium, Jamtha",2,Deccan Chargers,Chennai Super Kings,37,39,7.875,9.0
Sawai Mansingh Stadium,1,Mumbai Indians,Rajasthan Royals,47,39,7.8,8.75
Sawai Mansingh Stadium,2,Rajasthan Royals,Mumbai Indians,34,37,7.95,9.5
Arun Jaitley Stadium,1,Delhi Capitals,Punjab Kings,45,39,8.2,8.75
Arun Jaitley Stadium,2,Punjab Kings,Delhi Capitals,39,36,8.125,8.875
"Vidarbha Cricket Association Stadium, Jamtha",1,Deccan Chargers,Royal Challengers Bangalore,35,37,7.8,9.5
"Vidarbha Cricket Association Stadium, Jamtha",2,Royal Challengers Bangalore,Deccan Chargers,38,38,7.666666666666667,9.0
MA Chidambaram Stadium,1,Kolkata Knight Riders,Chennai Super Kings,22,37,7.916666666666667,9.5
MA Chidambaram Stadium,2,Chennai Super Kings,Kolkata Knight Riders,67,39,8.25,8.333333333333334
Brabourne Stadium,1,Mumbai Indians,Delhi Capitals,44,40,7.75,8.6875
Brabourne Stadium,2,Delhi Capitals,Mumbai Indians,69,37,8.5,8.6875
Sawai Mansingh Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,30,37,7.95,9.0
Sawai Mansingh Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,59,36,8.0625,8.1875
MA Chidambaram Stadium,1,Chennai Super Kings,Delhi Capitals,39,38,8.0,9.5
MA Chidambaram Stadium,2,Delhi Capitals,Chennai Super Kings,33,37,8.2,9.5
Himachal Pradesh Cricket Association Stadium,1,Punjab Kings,Deccan Chargers,43,38,7.916666666666667,9.0
Himachal Pradesh Cricket Association Stadium,2,Deccan Chargers,Punjab Kings,45,39,7.833333333333333,8.1875
Eden Gardens,1,Rajasthan Royals,Kolkata Knight Riders,46,36,7.75,9.0
Eden Gardens,2,Kolkata Knight Riders,Rajasthan Royals,42,40,7.9375,8.75
M Chinnaswamy Stadium,1,Mumbai Indians,Royal Challengers Bangalore,34,38,7.875,9.375
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Mumbai Indians,34,36,7.875,8.916666666666666
Himachal Pradesh Cricket Association Stadium,1,Punjab Kings,Chennai Super Kings,49,38,7.916666666666667,9.0625
Himachal Pradesh Cricket Association Stadium,2,Chennai Super Kings,Punjab Kings,49,38,8.0625,8.5
Arun Jaitley Stadium,1,Deccan Chargers,Delhi Capitals,38,36,7.875,9.375
Arun Jaitley Stadium,2,Delhi Capitals,Deccan Chargers,39,36,8.25,8.0625
Eden Gardens,1,Mumbai Indians,Kolkata Knight Riders,42,37,7.8125,8.75
Eden Gardens,2,Kolkata Knight Riders,Mumbai Indians,44,38,7.875,8.5625
Dr DY Patil Sports Academy,1,Mumbai Indians,Royal Challengers Bangalore,54,40,7.875,9.5
Dr DY Patil Sports Academy,2,Royal Challengers Bangalore,Mumbai Indians,44,36,7.833333333333333,9.333333333333334
Dr DY Patil Sports Academy,1,Chennai Super Kings,Deccan Chargers,39,39,8.0,9.0
Dr DY Patil Sports Academy,2,Deccan Chargers,Chennai Super Kings,23,36,7.875,9.5
Dr DY Patil Sports Academy,1,Deccan Chargers,Royal Challengers Bangalore,27,38,7.9,9.0
Dr DY Patil Sports Academy,2,Royal Challengers Bangalore,Deccan Chargers,33,37,7.5,8.833333333333334
Dr DY Patil Sports Academy,1,Chennai Super Kings,Mumbai Indians,40,37,8.125,8.8125
Dr DY Patil Sports Academy,2,Mumbai Indians,Chennai Super Kings,33,38,8.0,9.083333333333334
MA Chidambaram Stadium,1,Chennai Super Kings,Kolkata Knight Riders,45,37,8.083333333333334,9.5
MA Chidambaram Stadium,2,Kolkata Knight Riders,Chennai Super Kings,52,38,7.5,8.6875
Rajiv Gandhi International Stadium,1,Deccan Chargers,Rajasthan Royals,44,36,7.9375,8.375
Rajiv Gandhi International Stadium,2,Rajasthan Royals,Deccan Chargers,31,38,7.666666666666667,9.25
Nehru Stadium,1,Kochi Tuskers Kerala,Royal Challengers Bangalore,61,37,7.875,8.6
Nehru Stadium,2,Royal Challengers Bangalore,Kochi Tuskers Kerala,48,40,8.125,9.1875
Dr DY Patil Sports Academy,1,Punjab Kings,Pune Warriors,36,37,7.916666666666667,8.875
Dr DY Patil Sports Academy,2,Pune Warriors,Punjab Kings,44,37,7.916666666666667,8.8125
Arun Jaitley Stadium,1,Delhi Capitals,Mumbai Indians,38,37,8.05,8.5625
Arun Jaitley Stadium,2,Mumbai Indians,Delhi Capitals,31,39,7.75,9.5
Eden Gardens,1,Kolkata Knight Riders,Deccan Chargers,46,36,7.5,9.333333333333334
Eden Gardens,2,Deccan Chargers,Kolkata Knight Riders,30,37,7.9375,9.5
Sawai Mansingh Stadium,1,Delhi Capitals,Rajasthan Royals,30,38,8.1875,8.625
Sawai Mansingh Stadium,2,Rajasthan Royals,Delhi Capitals,57,39,7.666666666666667,9.125
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,24,37,8.125,8.75
M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,40,37,7.75,8.75
Dr DY Patil Sports Academy,1,Kochi Tuskers Kerala,Pune Warriors,37,36,7.958333333333333,8.833333333333334
Dr DY Patil Sports Academy,2,Pune Warriors,Kochi Tuskers Kerala,44,40,7.916666666666667,9.125
"Punjab Cricket Association Stadium, Mohali",1,Chennai Super Kings,Punjab Kings,31,36,7.9375,9.083333333333334
"Punjab Cricket Association Stadium, Mohali",2,Punjab Kings,Chennai Super Kings,65,37,8.25,8.916666666666666
Rajiv Gandhi International Stadium,1,Deccan Chargers,Royal Challengers Bangalore,41,40,8.166666666666666,8.75
Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Deccan Chargers,28,37,8.05,9.0
Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,31,41,7.666666666666667,9.5
Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,62,38,7.75,8.625
Wankhede Stadium,1,Mumbai Indians,Kochi Tuskers Kerala,44,37,7.875,9.333333333333334
Wankhede Stadium,2,Kochi Tuskers Kerala,Mumbai Indians,50,38,8.25,8.75
MA Chidambaram Stadium,1,Chennai Super Kings,Royal Challengers Bangalore,45,36,7.75,8.375
MA Chidambaram Stadium,2,Royal Challengers Bangalore,Chennai Super Kings,33,37,8.15,8.916666666666666
Rajiv Gandhi International Stadium,1,Deccan Chargers,Punjab Kings,48,36,8.166666666666666,9.083333333333334
Rajiv Gandhi International Stadium,2,Punjab Kings,Deccan Chargers,62,40,8.25,9.0
Dr DY Patil Sports Academy,1,Pune Warriors,Delhi Capitals,63,38,7.916666666666667,9.125
Dr DY Patil Sports Academy,2,Delhi Capitals,Pune Warriors,67,38,8.625,8.833333333333334
Eden Gardens,1,Rajasthan Royals,Kolkata Knight Riders,36,37,7.875,9.5
Eden Gardens,2,Kolkata Knight Riders,Rajasthan Royals,26,38,7.75,8.833333333333334
Nehru Stadium,1,Chennai Super Kings,Kochi Tuskers Kerala,42,38,8.0,9.333333333333334
Nehru Stadium,2,Kochi Tuskers Kerala,Chennai Super Kings,49,36,8.25,9.0625
Arun Jaitley Stadium,1,Deccan Chargers,Delhi Capitals,43,38,8.166666666666666,9.5
Arun Jaitley Stadium,2,Delhi Capitals,Deccan Chargers,38,36,8.1,8.583333333333334
Wankhede Stadium,1,Pune Warriors,Mumbai Indians,33,37,7.875,8.75
Wankhede Stadium,2,Mumbai Indians,Pune Warriors,32,36,7.75,8.875
Eden Gardens,1,Kochi Tuskers Kerala,Kolkata Knight Riders,45,37,8.25,9.5
Eden Gardens,2,Kolkata Knight Riders,Kochi Tuskers Kerala,37,36,7.6875,9.083333333333334
"Punjab Cricket Association Stadium, Mohali",1,Punjab Kings,Rajasthan Royals,77,41,8.0,8.625
"Punjab Cricket Association Stadium, Mohali",2,Rajasthan Royals,Punjab Kings,45,36,7.9375,9.0
Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,50,40,8.0,8.75
Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,57,37,8.25,9.5
Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,40,38,7.8125,8.583333333333334
Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,44,39,7.875,8.5625
Arun Jaitley Stadium,1,Delhi Capitals,Punjab Kings,70,40,8.625,8.75
Arun Jaitley Stadium,2,Punjab Kings,Delhi Capitals,46,38,8.0,9.5
Sawai Mansingh Stadium,1,Kochi Tuskers Kerala,Rajasthan Royals,32,37,7.875,9.0
Sawai Mansingh Stadium,2,Rajasthan Royals,Kochi Tuskers Kerala,38,37,7.75,9.0
Rajiv Gandhi International Stadium,1,Mumbai Indians,Deccan Chargers,57,37,7.875,9.2
Rajiv Gandhi International Stadium,2,Deccan Chargers,Mumbai Indians,41,36,8.0,8.5625
MA Chidambaram Stadium,1,Chennai Super Kings,Pune Warriors,45,37,7.75,8.5
MA Chidambaram Stadium,2,Pune Warriors,Chennai Super Kings,40,37,7.916666666666667,9.083333333333334
Arun Jaitley Stadium,1,Delhi Capitals,Royal Challengers Bangalore,42,37,8.5,9.5
Arun Jaitley Stadium,2,Royal Challengers Bangalore,Delhi Capitals,65,38,8.166666666666666,9.5
Dr DY Patil Sports Academy,1,Pune Warriors,Chennai Super Kings,37,37,7.85,8.833333333333334
Dr DY Patil Sports Academy,2,Chennai Super Kings,Pune Warriors,28,39,7.666666666666667,8.5
Nehru Stadium,1,Deccan Chargers,Kochi Tuskers Kerala,20,40,8.0625,9.5
Nehru Stadium,2,Kochi Tuskers Kerala,Deccan Chargers,29,39,7.96875,9.5
Arun Jaitley Stadium,1,Kolkata Knight Riders,Delhi Capitals,42,37,7.75,9.5
Arun Jaitley Stadium,2,Delhi Capitals,Kolkata Knight Riders,41,38,8.5,9.5
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Pune Warriors,57,36,8.25,8.083333333333334
M Chinnaswamy Stadium,2,Pune Warriors,Royal Challengers Bangalore,42,39,8.083333333333334,9.0
Sawai Mansingh Stadium,1,Mumbai Indians,Rajasthan Royals,31,37,7.8125,8.833333333333334
Sawai Mansingh Stadium,2,Rajasthan Royals,Mumbai Indians,18,36,7.75,9.0
Nehru Stadium,1,Delhi Capitals,Kochi Tuskers Kerala,34,39,8.125,9.5
Nehru Stadium,2,Kochi Tuskers Kerala,Delhi Capitals,37,37,8.0,9.5
Eden Gardens,1,Punjab Kings,Kolkata Knight Riders,40,38,8.0,9.5
Eden Gardens,2,Kolkata Knight Riders,Punjab Kings,45,36,7.6875,8.75
MA Chidambaram Stadium,1,Chennai Super Kings,Deccan Chargers,34,37,8.0,9.0625
MA Chidambaram Stadium,2,Deccan Chargers,Chennai Super Kings,64,39,8.25,8.8125
Sawai Mansingh Stadium,1,Pune Warriors,Rajasthan Royals,49,36,8.25,8.6
Sawai Mansingh Stadium,2,Rajasthan Royals,Pune Warriors,34,37,7.75,8.5
Wankhede Stadium,1,Mumbai Indians,Punjab Kings,35,36,7.75,8.5
Wankhede Stadium,2,Punjab Kings,Mumbai Indians,24,36,8.0,8.5625
Arun Jaitley Stadium,1,Delhi Capitals,Kochi Tuskers Kerala,42,37,8.125,9.0
Arun Jaitley Stadium,2,Kochi Tuskers Kerala,Delhi Capitals,67,44,8.083333333333334,9.5
Rajiv Gandhi International Stadium,1,Kolkata Knight Riders,Deccan Chargers,41,39,7.75,9.333333333333334
Rajiv Gandhi International Stadium,2,Deccan Chargers,Kolkata Knight Riders,41,36,8.0,9.5
MA Chidambaram Stadium,1,Rajasthan Royals,Chennai Super Kings,47,36,7.75,9.083333333333334
MA Chidambaram Stadium,2,Chennai Super Kings,Rajasthan Royals,43,38,8.0,8.5
Dr DY Patil Sports Academy,1,Mumbai Indians,Pune Warriors,49,37,7.833333333333333,8.333333333333334
Dr DY Patil Sports Academy,2,Pune Warriors,Mumbai Indians,31,38,7.9375,8.9375
Nehru Stadium,1,Kochi Tuskers Kerala,Kolkata Knight Riders,35,37,8.125,9.5
Nehru Stadium,2,Kolkata Knight Riders,Kochi Tuskers Kerala,43,37,7.5,9.125
Rajiv Gandhi International Stadium,1,Deccan Chargers,Delhi Capitals,43,36,8.0,9.0
Rajiv Gandhi International Stadium,2,Delhi Capitals,Deccan Chargers,29,42,8.0,9.333333333333334
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Punjab Kings,48,36,8.166666666666666,9.083333333333334
M Chinnaswamy Stadium,2,Punjab Kings,Royal Challengers Bangalore,38,38,7.916666666666667,9.0
Eden Gardens,1,Chennai Super Kings,Kolkata Knight Riders,15,37,7.875,9.5
Eden Gardens,2,Kolkata Knight Riders,Chennai Super Kings,33,38,7.75,9.083333333333334
Wankhede Stadium,1,Mumbai Indians,Delhi Capitals,50,38,7.833333333333333,8.833333333333334
Wankhede Stadium,2,Delhi Capitals,Mumbai Indians,23,37,8.083333333333334,8.9375
"Punjab Cricket Association Stadium, Mohali",1,Punjab Kings,Pune Warriors,34,36,8.0,8.75
"Punjab Cricket Association Stadium, Mohali",2,Pune Warriors,Punjab Kings,40,38,8.25,8.5625
M Chinnaswamy Stadium,1,Kochi Tuskers Kerala,Royal Challengers Bangalore,49,37,8.083333333333334,8.75
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kochi Tuskers Kerala,79,39,8.166666666666666,8.75
Sawai Mansingh Stadium,1,Chennai Super Kings,Rajasthan Royals,55,38,7.75,8.75
Sawai Mansingh Stadium,2,Rajasthan Royals,Chennai Super Kings,48,37,7.833333333333333,9.0625
"Punjab Cricket Association Stadium, Mohali",1,Punjab Kings,Mumbai Indians,39,37,8.0,8.75
"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,Punjab Kings,33,37,7.85,8.75
Rajiv Gandhi International Stadium,1,Deccan Chargers,Pune Warriors,50,37,8.0,8.75
Rajiv Gandhi International Stadium,2,Pune Warriors,Deccan Chargers,52,37,8.25,9.125
Sawai Mansingh Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,43,38,7.75,9.333333333333334
Sawai Mansingh Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,66,37,8.25,8.75
MA Chidambaram Stadium,1,Chennai Super Kings,Delhi Capitals,42,36,8.0,8.3125
MA Chidambaram Stadium,2,Delhi Capitals,Chennai Super Kings,52,36,7.916666666666667,9.083333333333334
Holkar Cricket Stadium,1,Kochi Tuskers Kerala,Punjab Kings,62,41,8.25,8.1875
Holkar Cricket Stadium,2,Punjab Kings,Kochi Tuskers Kerala,49,39,7.875,9.5
Wankhede Stadium,1,Deccan Chargers,Mumbai Indians,32,36,8.333333333333334,8.9375
Wankhede Stadium,2,Mumbai Indians,Deccan Chargers,26,37,7.85,9.083333333333334
M Chinnaswamy Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,33,36,7.9,9.333333333333334
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,65,38,8.3125,9.5
Himachal Pradesh Cricket Association Stadium,1,Punjab Kings,Delhi Capitals,43,39,8.0,8.8125
Himachal Pradesh Cricket Association Stadium,2,Delhi Capitals,Punjab Kings,42,39,8.0,8.75
Holkar Cricket Stadium,1,Rajasthan Royals,Kochi Tuskers Kerala,32,36,7.8,9.5
Holkar Cricket Stadium,2,Kochi Tuskers Kerala,Rajasthan Royals,87,39,8.0625,8.25
Dr DY Patil Sports Academy,1,Pune Warriors,Deccan Chargers,39,36,8.0625,9.1875
Dr DY Patil Sports Academy,2,Deccan Chargers,Pune Warriors,57,40,8.25,8.75
Himachal Pradesh Cricket Association Stadium,1,Punjab Kings,Royal Challengers Bangalore,30,38,8.0,8.625
Himachal Pradesh Cricket Association Stadium,2,Royal Challengers Bangalore,Punjab Kings,34,40,8.0625,8.75
MA Chidambaram Stadium,1,Chennai Super Kings,Kochi Tuskers Kerala,41,36,8.0,9.0
MA Chidambaram Stadium,2,Kochi Tuskers Kerala,Chennai Super Kings,40,38,8.083333333333334,9.0
Dr DY Patil Sports Academy,1,Pune Warriors,Kolkata Knight Riders,29,37,7.9375,9.5
Dr DY Patil Sports Academy,2,Kolkata Knight Riders,Pune Warriors,44,37,7.75,9.0
Wankhede Stadium,1,Mumbai Indians,Rajasthan Royals,26,36,7.75,8.75
Wankhede Stadium,2,Rajasthan Royals,Mumbai Indians,52,37,7.75,8.9375
Himachal Pradesh Cricket Association Stadium,1,Deccan Chargers,Punjab Kings,58,37,8.0,9.0
Himachal Pradesh Cricket Association Stadium,2,Punjab Kings,Deccan Chargers,45,37,7.875,8.8125
M Chinnaswamy Stadium,1,Chennai Super Kings,Royal Challengers Bangalore,23,39,8.0,9.0
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Chennai Super Kings,44,37,8.25,9.5
Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,46,37,7.6875,8.1875
Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,54,37,7.833333333333333,9.5
Wankhede Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,44,38,8.25,9.083333333333334
Wankhede Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,25,38,7.875,9.0
Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,25,37,7.875,8.9375
Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,62,36,8.0,9.5
MA Chidambaram Stadium,1,Royal Challengers Bangalore,Mumbai Indians,68,39,8.375,8.5625
MA Chidambaram Stadium,2,Mumbai Indians,Royal Challengers Bangalore,52,37,8.0,8.75
MA Chidambaram Stadium,1,Chennai Super Kings,Royal Challengers Bangalore,56,36,7.75,8.75
MA Chidambaram Stadium,2,Royal Challengers Bangalore,Chennai Super Kings,47,36,8.25,9.083333333333334
MA Chidambaram Stadium,1,Chennai Super Kings,Mumbai Indians,42,39,8.25,8.1875
MA Chidambaram Stadium,2,Mumbai Indians,Chennai Super Kings,53,38,7.875,8.875
Eden Gardens,1,Kolkata Knight Riders,Delhi Capitals,46,38,8.0,8.9
Eden Gardens,2,Delhi Capitals,Kolkata Knight Riders,48,37,8.375,9.125
Wankhede Stadium,1,Pune Warriors,Mumbai Indians,30,37,7.85,8.8125
Wankhede Stadium,2,Mumbai Indians,Pune Warriors,27,39,7.7,9.0
Sawai Mansingh Stadium,1,Rajasthan Royals,Punjab Kings,57,38,7.75,9.333333333333334
Sawai Mansingh Stadium,2,Punjab Kings,Rajasthan Royals,45,38,7.9375,8.375
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Chennai Super Kings,Deccan Chargers,44,37,8.125,8.875
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Deccan Chargers,Chennai Super Kings,45,39,8.083333333333334,9.083333333333334
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Delhi Capitals,46,37,7.916666666666667,9.125
M Chinnaswamy Stadium,2,Delhi Capitals,Royal Challengers Bangalore,46,37,8.083333333333334,9.0
Maharashtra Cricket Association Stadium,1,Pune Warriors,Punjab Kings,38,37,8.0,9.166666666666666
Maharashtra Cricket Association Stadium,2,Punjab Kings,Pune Warriors,19,36,8.0625,8.75
Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,37,37,7.666666666666667,9.5
Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,27,38,8.0,8.333333333333334
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Deccan Chargers,Mumbai Indians,45,36,8.0,8.8125
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Mumbai Indians,Deccan Chargers,29,36,7.6875,9.166666666666666
M Chinnaswamy Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,60,36,7.875,8.75
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,20,36,7.95,9.5
Arun Jaitley Stadium,1,Chennai Super Kings,Delhi Capitals,41,40,8.166666666666666,9.5
Arun Jaitley Stadium,2,Delhi Capitals,Chennai Super Kings,50,36,8.25,9.083333333333334
Wankhede Stadium,1,Mumbai Indians,Rajasthan Royals,54,36,7.75,8.333333333333334
Wankhede Stadium,2,Rajasthan Royals,Mumbai Indians,44,36,7.75,9.0
MA Chidambaram Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,56,38,8.25,9.083333333333334
MA Chidambaram Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,52,36,8.25,8.75
"Punjab Cricket Association Stadium, Mohali",1,Pune Warriors,Punjab Kings,29,38,7.95,9.166666666666666
"Punjab Cricket Association Stadium, Mohali",2,Punjab Kings,Pune Warriors,38,36,8.0,8.8125
Eden Gardens,1,Rajasthan Royals,Kolkata Knight Riders,45,36,7.75,9.5
Eden Gardens,2,Kolkata Knight Riders,Rajasthan Royals,36,38,7.75,8.5
Maharashtra Cricket Association Stadium,1,Chennai Super Kings,Pune Warriors,43,36,8.25,8.8
Maharashtra Cricket Association Stadium,2,Pune Warriors,Chennai Super Kings,56,38,8.083333333333334,8.6875
Eden Gardens,1,Punjab Kings,Kolkata Knight Riders,26,37,8.0,9.5
Eden Gardens,2,Kolkata Knight Riders,Punjab Kings,48,38,7.6875,8.833333333333334
M Chinnaswamy Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,43,36,7.75,9.5
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,54,36,8.25,8.833333333333334
Wankhede Stadium,1,Mumbai Indians,Delhi Capitals,23,37,7.75,9.333333333333334
Wankhede Stadium,2,Delhi Capitals,Mumbai Indians,41,39,8.25,9.0
Sawai Mansingh Stadium,1,Deccan Chargers,Rajasthan Royals,57,40,8.125,8.833333333333334
Sawai Mansingh Stadium,2,Rajasthan Royals,Deccan Chargers,62,39,7.75,8.875
M Chinnaswamy Stadium,1,Pune Warriors,Royal Challengers Bangalore,58,38,8.375,8.6
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Pune Warriors,42,39,8.25,9.125
"Punjab Cricket Association Stadium, Mohali",1,Punjab Kings,Kolkata Knight Riders,45,37,8.0,9.5
"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,Punjab Kings,53,36,8.0,8.8125
MA Chidambaram Stadium,1,Chennai Super Kings,Pune Warriors,42,37,8.0,9.0
MA Chidambaram Stadium,2,Pune Warriors,Chennai Super Kings,53,36,8.0625,9.0
Arun Jaitley Stadium,1,Deccan Chargers,Delhi Capitals,50,36,8.166666666666666,8.625
Arun Jaitley Stadium,2,Delhi Capitals,Deccan Chargers,34,37,8.25,8.833333333333334
"Punjab Cricket Association Stadium, Mohali",1,Punjab Kings,Royal Challengers Bangalore,41,36,7.8125,9.0
"Punjab Cricket Association Stadium, Mohali",2,Royal Challengers Bangalore,Punjab Kings,36,38,8.1,9.25
Arun Jaitley Stadium,1,Pune Warriors,Delhi Capitals,52,38,8.083333333333334,9.375
Arun Jaitley Stadium,2,Delhi Capitals,Pune Warriors,49,36,8.5,8.9375
MA Chidambaram Stadium,1,Rajasthan Royals,Chennai Super Kings,41,37,7.833333333333333,9.0
MA Chidambaram Stadium,2,Chennai Super Kings,Rajasthan Royals,45,36,8.0,8.4
Barabati Stadium,1,Deccan Chargers,Kolkata Knight Riders,39,36,8.166666666666666,9.5
Barabati Stadium,2,Kolkata Knight Riders,Deccan Chargers,42,38,8.0,8.833333333333334
Wankhede Stadium,1,Mumbai Indians,Punjab Kings,39,37,7.875,8.875
Wankhede Stadium,2,Punjab Kings,Mumbai Indians,48,36,7.875,9.0
Sawai Mansingh Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,37,36,8.083333333333334,8.666666666666666
Sawai Mansingh Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,48,38,7.75,9.0
Maharashtra Cricket Association Stadium,1,Pune Warriors,Delhi Capitals,28,36,8.0625,9.5
Maharashtra Cricket Association Stadium,2,Delhi Capitals,Pune Warriors,61,37,8.5,8.833333333333334
"Punjab Cricket Association Stadium, Mohali",1,Punjab Kings,Mumbai Indians,44,37,7.75,8.75
"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,Punjab Kings,40,37,7.875,8.833333333333334
Maharashtra Cricket Association Stadium,1,Deccan Chargers,Pune Warriors,50,36,8.0,9.0
Maharashtra Cricket Association Stadium,2,Pune Warriors,Deccan Chargers,44,38,8.0625,8.4375
Arun Jaitley Stadium,1,Delhi Capitals,Mumbai Indians,54,37,8.5,9.0
Arun Jaitley Stadium,2,Mumbai Indians,Delhi Capitals,49,37,7.8,9.375
Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,46,39,8.25,8.75
Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,35,37,8.05,9.5
MA Chidambaram Stadium,1,Punjab Kings,Chennai Super Kings,43,40,7.75,8.4375
MA Chidambaram Stadium,2,Chennai Super Kings,Punjab Kings,48,36,8.166666666666666,8.7
Arun Jaitley Stadium,1,Delhi Capitals,Rajasthan Royals,42,37,8.4375,8.5
Arun Jaitley Stadium,2,Rajasthan Royals,Delhi Capitals,40,37,7.75,9.375
Wankhede Stadium,1,Deccan Chargers,Mumbai Indians,38,36,8.083333333333334,8.9375
